Accession,Latitude,Longitude,Species
SEEDGWAS3331,-23.886305,-56.467604,Maize
SEEDGWAS489,-23.78333333,-61.48333333,Maize
SEEDGWAS539,-23.78,-61.48,Maize
SEEDGWAS541,-23.78,-61.48,Maize
SEEDGWAS542,-23.78,-61.48,Maize
SEEDGWAS1963,-23.58333333,-46.13333333,Maize
SEEDGWAS1857,-23.55,-51.483333,Maize
SEEDGWAS1858,-23.55,-51.483333,Maize
SEEDGWAS1966,-23.55,-46.63333333,Maize
SEEDGWAS2042,-23.55,-46.63333333,Maize
SEEDGWAS354,-23.55,-46.63333333,Maize
SEEDGWAS1967,-23.542988,-49.22347,Maize
SEEDGWAS2240,-23.40941,-53.750532,Maize
SEEDGWAS839,-23.4,-45.88333333,Maize
SEEDGWAS1968,-23.4,-45.88333333,Maize
SEEDGWAS1983,-23.4,-45.88333333,Maize
SEEDGWAS1660,-23.4,-56.88333333,Maize
SEEDGWAS4010,-23.4,-56.88333333,Maize
SEEDGWAS254,-23.397216,-49.519177,Maize
SEEDGWAS1978,-23.397216,-49.519177,Maize
SEEDGWAS1979,-23.397216,-49.519177,Maize
SEEDGWAS2005,-23.397216,-49.519177,Maize
SEEDGWAS1969,-23.31666667,-45.96666667,Maize
SEEDGWAS1998,-23.31666667,-45.96666667,Maize
SEEDGWAS2057,-23.31666667,-46.23333333,Maize
SEEDGWAS449,-23.267981,-57.309104,Maize
SEEDGWAS1006,-23.267981,-57.309104,Maize
SEEDGWAS3305,-23.21666667,-57.26666667,Maize
SEEDGWAS2000,-23.18333333,-45.88333333,Maize
SEEDGWAS3364,-23.13333333,-55.36666667,Maize
SEEDGWAS1407,-23.11666667,-47.71666667,Maize
SEEDGWAS1421,-23.11666667,-47.71666667,Maize
SEEDGWAS352,-23.11666667,-47.71666667,Maize
SEEDGWAS3865,-23.1,-46.733333,Maize
SEEDGWAS1991,-23.088964,-47.241578,Maize
SEEDGWAS1992,-23.088964,-47.241578,Maize
SEEDGWAS2231,-23.08333333,-55.05,Maize
SEEDGWAS2232,-23.08333333,-55.21666667,Maize
SEEDGWAS2233,-23.08333333,-55.21666667,Maize
SEEDGWAS251,-23.076071,-47.959266,Maize
SEEDGWAS1993,-23.035437,-46.819967,Maize
SEEDGWAS1984,-23.03333333,-45.88333333,Maize
SEEDGWAS2018,-23.03333333,-47.53333333,Maize
SEEDGWAS334,-23.01666667,-46.98333333,Maize
SEEDGWAS1910,-22.96666667,-49.83333333,Maize
SEEDGWAS2001,-22.95,-46.56666667,Maize
SEEDGWAS4585,-22.920698,-68.203015,Maize
SEEDGWAS1989,-22.91666667,-45.46666667,Maize
SEEDGWAS1975,-22.790895,-50.177749,Maize
SEEDGWAS2040,-22.733333,-45.133333,Maize
SEEDGWAS1497,-22.71666667,-47.63333333,Maize
SEEDGWAS641,-22.71666667,-44.15,Maize
SEEDGWAS2031,-22.683396,-45.167991,Maize
SEEDGWAS1498,-22.625913,-48.806462,Maize
SEEDGWAS882,-22.612407,-47.210516,Maize
SEEDGWAS350,-22.612407,-47.210516,Maize
SEEDGWAS1961,-22.56666667,-44.96666667,Maize
SEEDGWAS2156,-22.546278,-64.236121,Maize
SEEDGWAS1972,-22.537739,-47.937215,Maize
SEEDGWAS1414,-22.537739,-47.937215,Maize
SEEDGWAS4726,-22.490253,-68.954174,Maize
SEEDGWAS1987,-22.46666667,-49,Maize
SEEDGWAS234,-22.45,-46.93333333,Maize
SEEDGWAS1457,-22.45,-46.93333333,Maize
SEEDGWAS1416,-22.437301,-46.852271,Maize
SEEDGWAS307,-22.437301,-46.852271,Maize
SEEDGWAS1898,-22.437175,-50.202062,Maize
SEEDGWAS1422,-22.437175,-50.202062,Maize
SEEDGWAS1995,-22.437175,-50.202062,Maize
SEEDGWAS1412,-22.43333333,-47.56666667,Maize
SEEDGWAS1980,-22.4,-49.416667,Maize
SEEDGWAS1981,-22.4,-49.41666667,Maize
SEEDGWAS259,-22.4,-49.41666667,Maize
SEEDGWAS1982,-22.4,-49.41666667,Maize
SEEDGWAS1965,-22.23333333,-49.61666667,Maize
SEEDGWAS1470,-22.232837,-49.825724,Maize
SEEDGWAS1847,-22.21666667,-54.8,Maize
SEEDGWAS1846,-22.200732,-54.828953,Maize
SEEDGWAS1854,-22.200732,-54.828953,Maize
SEEDGWAS2118,-22.200732,-54.828953,Maize
SEEDGWAS1960,-22.168869,-50.089271,Maize
SEEDGWAS2234,-22.141975,-56.536975,Maize
SEEDGWAS367,-22.105321,-51.488565,Maize
SEEDGWAS3217,-22.084753,-48.302538,Maize
SEEDGWAS1508,-22.084753,-48.302538,Maize
SEEDGWAS256,-22.044979,-48.174103,Maize
SEEDGWAS1976,-22.044979,-48.174103,Maize
SEEDGWAS257,-22.01666667,-47.9,Maize
SEEDGWAS258,-22.01666667,-47.9,Maize
SEEDGWAS1424,-22.01666667,-47.9,Maize
SEEDGWAS308,-22.01666667,-47.9,Maize
SEEDGWAS1500,-22.01666667,-47.9,Maize
SEEDGWAS1566,-21.951237,-63.668474,Maize
SEEDGWAS437,-21.951237,-63.668474,Maize
SEEDGWAS353,-21.93333333,-50.5,Maize
SEEDGWAS2155,-21.9,-63.65,Maize
SEEDGWAS1996,-21.895979,-50.749016,Maize
SEEDGWAS934,-21.88333333,-63.61666667,Maize
SEEDGWAS329,-21.86666667,-51.83333333,Maize
SEEDGWAS2065,-21.83333333,-46.88333333,Maize
SEEDGWAS2237,-21.8,-54.53333333,Maize
SEEDGWAS3362,-21.8,-54.53,Maize
SEEDGWAS3840,-21.78333333,-48.16666667,Maize
SEEDGWAS260,-21.78333333,-50.83333333,Maize
SEEDGWAS1418,-21.78333333,-50.83333333,Maize
SEEDGWAS349,-21.76666667,-47.06666667,Maize
SEEDGWAS1999,-21.75,-48.81666667,Maize
SEEDGWAS2235,-21.681173,-57.825722,Maize
SEEDGWAS2236,-21.681173,-57.825722,Maize
SEEDGWAS3353,-21.681173,-57.825722,Maize
SEEDGWAS883,-21.66666667,-49.75,Maize
SEEDGWAS1501,-21.66666667,-49.75,Maize
SEEDGWAS2059,-21.63582,-49.797833,Maize
SEEDGWAS1977,-21.583333,-48.766667,Maize
SEEDGWAS3216,-21.583333,-48.766667,Maize
SEEDGWAS423,-21.550444,-64.126759,Maize
SEEDGWAS1907,-21.55,-46.63333333,Maize
SEEDGWAS1964,-21.533333,-51.483333,Maize
SEEDGWAS249,-21.533333,-51.483333,Maize
SEEDGWAS333,-21.533333,-51.483333,Maize
SEEDGWAS5277,-21.48298,-64.173051,Maize
SEEDGWAS652,-21.437723,-63.191165,Maize
SEEDGWAS4150,-21.408665,-64.275681,Maize
SEEDGWAS263,-21.4,-50.06666667,Maize
SEEDGWAS1985,-21.4,-50.066667,Maize
SEEDGWAS1503,-21.350258,-50.268661,Maize
SEEDGWAS3864,-21.307837,-47.582481,Maize
SEEDGWAS1990,-21.307837,-47.582481,Maize
SEEDGWAS1988,-21.30562,-50.280075,Maize
SEEDGWAS327,-21.294105,-47.300751,Maize
SEEDGWAS2058,-21.16666667,-47.8,Maize
SEEDGWAS2610,-21.129651,-44.4747,Maize
SEEDGWAS5370,-21.084035,-45.080201,Maize
SEEDGWAS1411,-21.070066,-49.381378,Maize
SEEDGWAS840,-21.038776,-47.76686,Maize
SEEDGWAS841,-21.038776,-47.76686,Maize
SEEDGWAS1970,-20.992606,-48.217145,Maize
SEEDGWAS1908,-20.96666667,-49.15,Maize
SEEDGWAS1413,-20.96666667,-49.15,Maize
SEEDGWAS1415,-20.93333333,-48.46666667,Maize
SEEDGWAS1472,-20.93333333,-49.21666667,Maize
SEEDGWAS1974,-20.88333333,-47.61666667,Maize
SEEDGWAS2043,-20.88333333,-47.61666667,Maize
SEEDGWAS335,-20.86666667,-51.48333333,Maize
SEEDGWAS305,-20.8,-49.38333333,Maize
SEEDGWAS264,-20.791709,-49.506021,Maize
SEEDGWAS1417,-20.756582,-48.92991,Maize
SEEDGWAS2032,-20.756582,-48.92991,Maize
SEEDGWAS2044,-20.756582,-48.92991,Maize
SEEDGWAS3842,-20.75,-42.86666667,Maize
SEEDGWAS299,-20.7,-42.71666667,Maize
SEEDGWAS2558,-20.688323,-44.071822,Maize
SEEDGWAS647,-20.680467,-63.292271,Maize
SEEDGWAS651,-20.680467,-63.292271,Maize
SEEDGWAS250,-20.66666667,-50.03333333,Maize
SEEDGWAS348,-20.63333333,-47.28333333,Maize
SEEDGWAS246,-20.62891,-51.127617,Maize
SEEDGWAS247,-20.62891,-51.127617,Maize
SEEDGWAS1986,-20.55,-48.55,Maize
SEEDGWAS3833,-20.53333333,-47.4,Maize
SEEDGWAS3215,-20.53333333,-47.4,Maize
SEEDGWAS1994,-20.53333333,-47.4,Maize
SEEDGWAS306,-20.48333333,-49.31666667,Maize
SEEDGWAS1473,-20.404622,-50.010906,Maize
SEEDGWAS3214,-20.33333333,-47.78333333,Maize
SEEDGWAS3748,-20.266687,-64.083629,Maize
SEEDGWAS2017,-20.26666667,-50.23333333,Maize
SEEDGWAS648,-19.3,-64.3,Maize
SEEDGWAS2423,-18.96064,-46.97733,Maize
SEEDGWAS2007,-18.75,-44.41666667,Maize
SEEDGWAS3218,-18.35,-44.45,Maize
SEEDGWAS940,-18.35,-59.71666667,Maize
SEEDGWAS1565,-18.046032,-64.432761,Maize
SEEDGWAS1806,-18.046032,-64.432761,Maize
SEEDGWAS2006,-17.9,-44.18333333,Maize
SEEDGWAS3608,-17.83333333,-39.41666667,Maize
SEEDGWAS1124,-17.82886,-62.994159,Maize
SEEDGWAS1564,-17.82886,-62.994159,Maize
SEEDGWAS1125,-17.82886,-62.994159,Maize
SEEDGWAS2216,-17.6,-39.68,Maize
SEEDGWAS2609,-17.25,-42.6,Maize
SEEDGWAS2167,-17.135631,-40.327167,Maize
SEEDGWAS2215,-17.135631,-40.327167,Maize
SEEDGWAS3726,-17.1,-71.76666667,Maize
SEEDGWAS2162,-16.86666667,-42.06666667,Maize
SEEDGWAS2224,-16.86666667,-42.06666667,Maize
SEEDGWAS2225,-16.86666667,-42.06666667,Maize
SEEDGWAS2226,-16.86666667,-42.06666667,Maize
SEEDGWAS4016,-16.86666667,-42.06666667,Maize
SEEDGWAS4017,-16.86666667,-42.06666667,Maize
SEEDGWAS2227,-16.86666667,-42.06666667,Maize
SEEDGWAS918,-16.706693,-65.659389,Maize
SEEDGWAS2223,-16.61666667,-42.18333333,Maize
SEEDGWAS2228,-16.56666667,-41.5,Maize
SEEDGWAS2521,-16.388263,-39.110395,Maize
SEEDGWAS4195,-16.388263,-39.110395,Maize
SEEDGWAS2647,-16.228093,-44.172999,Maize
SEEDGWAS2229,-16.18333333,-40.7,Maize
SEEDGWAS5273,-15.79,-43.24,Maize
SEEDGWAS2513,-15.79,-43.24,Maize
SEEDGWAS2272,-15.76,-40.28,Maize
SEEDGWAS1099,-15,-49,Maize
SEEDGWAS1512,-14.640556,-52.381079,Maize
SEEDGWAS1870,-14.63425,-52.31735,Maize
SEEDGWAS3754,-14.301953,-73.235963,Maize
SEEDGWAS3352,-14.23,-41.63,Maize
SEEDGWAS3354,-14.23,-41.63,Maize
SEEDGWAS3358,-14.23,-41.63,Maize
SEEDGWAS425,-14.16083,-67.157499,Maize
SEEDGWAS3261,-13.76666667,-42.71666667,Maize
SEEDGWAS2221,-13.75,-42.46666667,Maize
SEEDGWAS3357,-13.75,-44.47,Maize
SEEDGWAS933,-13.58333333,-63.8,Maize
SEEDGWAS2158,-13.58333333,-42.91666667,Maize
SEEDGWAS2165,-13.58333333,-42.91666667,Maize
SEEDGWAS3324,-13.58333333,-42.91666667,Maize
SEEDGWAS3325,-13.43333333,-44.15,Maize
SEEDGWAS3985,-13.408628,-44.172619,Maize
SEEDGWAS2160,-13.408628,-44.172619,Maize
SEEDGWAS2161,-13.408628,-44.172619,Maize
SEEDGWAS2217,-13.408628,-44.172619,Maize
SEEDGWAS2218,-13.408628,-44.172619,Maize
SEEDGWAS2219,-13.408628,-44.172619,Maize
SEEDGWAS2220,-13.38333333,-44.71666667,Maize
SEEDGWAS1428,-12.651497,-39.1086,Maize
SEEDGWAS3837,-12.438138,-39.505062,Maize
SEEDGWAS3836,-12.43333333,-39.21666667,Maize
SEEDGWAS3182,-12.43333333,-39.21666667,Maize
SEEDGWAS148,-12.43333333,-39.21666667,Maize
SEEDGWAS2004,-12.43333333,-39.21666667,Maize
SEEDGWAS3240,-12.43333333,-39.21666667,Maize
SEEDGWAS2061,-12.43333333,-39.21666667,Maize
SEEDGWAS3426,-11.55,-39.26666667,Maize
SEEDGWAS3427,-11.55,-39.26666667,Maize
SEEDGWAS1807,-11.36666667,-38.35,Maize
SEEDGWAS657,-11.36666667,-38.35,Maize
SEEDGWAS3838,-11.3,-41.86666667,Maize
SEEDGWAS2518,-11.23333333,-38.48333333,Maize
SEEDGWAS649,-11.23333333,-38.48333333,Maize
SEEDGWAS3976,-11.138679,-38.484207,Maize
SEEDGWAS658,-11.138679,-38.484207,Maize
SEEDGWAS891,-11.08858,-77.581794,Maize
SEEDGWAS5344,-10.96666667,-38.8,Maize
SEEDGWAS2147,-10.788263,-65.242936,Maize
SEEDGWAS2148,-10.788263,-65.242936,Maize
SEEDGWAS3607,-10.7,-38.18333333,Maize
SEEDGWAS1825,-10.7,-38.18333333,Maize
SEEDGWAS1826,-10.7,-38.18333333,Maize
SEEDGWAS1138,-10.7,-38.18333333,Maize
SEEDGWAS1827,-10.7,-38.18333333,Maize
SEEDGWAS3632,-10.7,-38.18333333,Maize
SEEDGWAS3975,-10.51666667,-39.01666667,Maize
SEEDGWAS3986,-10.51666667,-39.01666667,Maize
SEEDGWAS982,-10.51666667,-39.01666667,Maize
SEEDGWAS149,-10.28333333,-36.6,Maize
SEEDGWAS2214,-10.150584,-67.721113,Maize
SEEDGWAS5280,-10.06666667,-38.35,Maize
SEEDGWAS5342,-10.06666667,-38.35,Maize
SEEDGWAS5343,-10.06666667,-38.35,Maize
SEEDGWAS3262,-9.966666667,-37.01666667,Maize
SEEDGWAS2166,-9.933333333,-37.26666667,Maize
SEEDGWAS2522,-9.65,-37.8,Maize
SEEDGWAS656,-9.366666667,-37.23333333,Maize
SEEDGWAS1427,-9.151427,-56.771095,Maize
SEEDGWAS2003,-9.151427,-56.771095,Maize
SEEDGWAS1894,-8.883333333,-36.5,Maize
SEEDGWAS3428,-8.416666667,-37.06666667,Maize
SEEDGWAS2154,-8.283333333,-35.96666667,Maize
SEEDGWAS4001,-8.283333333,-35.96666667,Maize
SEEDGWAS1905,-8.215027,-35.788568,Maize
SEEDGWAS2401,-8.107378,-39.57391,Maize
SEEDGWAS3184,-8.083333333,-37.26666667,Maize
SEEDGWAS3839,-8.066666667,-39.1,Maize
SEEDGWAS2159,-7.983333333,-38.3,Maize
SEEDGWAS150,-6.996793,-37.295403,Maize
SEEDGWAS3183,-6.8,-38.23333333,Maize
SEEDGWAS2163,-6.666666667,-37.4,Maize
SEEDGWAS941,-6.45,-37.1,Maize
SEEDGWAS3186,-5.583333333,-39.36666667,Maize
SEEDGWAS1869,-5.45,-39.71666667,Maize
SEEDGWAS3187,-5.166666667,-40.66666667,Maize
SEEDGWAS2222,-5.133333333,-38.08333333,Maize
SEEDGWAS3185,-4.216666667,-39.2,Maize
SEEDGWAS1866,-3.81233,-38.693975,Maize
SEEDGWAS1867,-3.81233,-38.693975,Maize
SEEDGWAS1868,-3.81233,-38.693975,Maize
SEEDGWAS3999,-3.75,-39.78333333,Maize
SEEDGWAS3273,-3.7,-49.73333333,Maize
SEEDGWAS2164,-3.7,-49.73333333,Maize
SEEDGWAS3361,-3.7,-49.45,Maize
SEEDGWAS3978,-3.189004,-52.21653,Maize
SEEDGWAS3272,-1.75,-53.5,Maize
SEEDGWAS2179,-1.75,-53.5,Maize
SEEDGWAS2180,-1.75,-53.5,Maize
SEEDGWAS3355,-1.75,-53.5,Maize
SEEDGWAS3366,-1.75,-53.5,Maize
SEEDGWAS888,-1.634804,-77.602383,Maize
SEEDGWAS357,0.320806,-79.458073,Maize
SEEDGWAS2894,0.35,-78.11666667,Maize
SEEDGWAS5026,0.35,-78.11666667,Maize
SEEDGWAS2276,1.83,-61.13,Maize
SEEDGWAS3365,1.83,-61.13,Maize
SEEDGWAS2192,2.807101,-60.575732,Maize
SEEDGWAS2275,2.807101,-60.575732,Maize
SEEDGWAS613,3.507372,-76.476108,Maize
SEEDGWAS1008,3.85,-74.91666667,Maize
SEEDGWAS612,4.516666667,-75.63333333,Maize
SEEDGWAS322,4.936821,-52.42327,Maize
SEEDGWAS2741,5.316666667,-73.81666667,Maize
SEEDGWAS462,5.33,-75.63,Maize
SEEDGWAS836,5.456466,-55.32512,Maize
SEEDGWAS326,5.483333333,-53.21666667,Maize
SEEDGWAS236,5.71,-55.27,Maize
SEEDGWAS963,6.95,-63.33333333,Maize
SEEDGWAS1550,7.488302,-70.306586,Maize
SEEDGWAS427,7.491857,-65.175889,Maize
SEEDGWAS1551,7.527035,-68.54864,Maize
SEEDGWAS417,7.591812,-71.870714,Maize
SEEDGWAS155,7.617716,-72.643105,Maize
SEEDGWAS373,7.827287,-72.453725,Maize
SEEDGWAS1518,7.827287,-72.453725,Maize
SEEDGWAS207,7.916666667,-80.41666667,Maize
SEEDGWAS1561,7.916666667,-80.41666667,Maize
SEEDGWAS1115,7.917181,-72.008076,Maize
SEEDGWAS1367,7.966666667,-80.48333333,Maize
SEEDGWAS1611,8.018782,-61.910948,Maize
SEEDGWAS1366,8.061959,-80.552275,Maize
SEEDGWAS1361,8.133333333,-81.18333333,Maize
SEEDGWAS1671,8.162519,-62.430141,Maize
SEEDGWAS1363,8.176827,-80.692968,Maize
SEEDGWAS1362,8.187298,-81.219826,Maize
SEEDGWAS625,8.237929,-81.649363,Maize
SEEDGWAS614,8.238297,-73.345161,Maize
SEEDGWAS1791,8.246152,-81.666375,Maize
SEEDGWAS624,8.246152,-81.666375,Maize
SEEDGWAS3435,8.258527,-81.980232,Maize
SEEDGWAS1792,8.258527,-81.980232,Maize
SEEDGWAS5216,8.258527,-81.980232,Maize
SEEDGWAS1545,8.267071,-70.556081,Maize
SEEDGWAS909,8.291141,-72.360865,Maize
SEEDGWAS5215,8.295226,-81.701842,Maize
SEEDGWAS5243,8.296702,-71.788833,Maize
SEEDGWAS1793,8.31586,-82.000377,Maize
SEEDGWAS3436,8.31586,-82.000377,Maize
SEEDGWAS152,8.316666667,-75.15,Maize
SEEDGWAS1364,8.327238,-80.531579,Maize
SEEDGWAS804,8.327238,-80.531579,Maize
SEEDGWAS1371,8.40745,-80.258465,Maize
SEEDGWAS1372,8.40745,-80.258465,Maize
SEEDGWAS807,8.408878,-82.784281,Maize
SEEDGWAS1007,8.433333333,-62.46666667,Maize
SEEDGWAS1302,8.444639,-73.280557,Maize
SEEDGWAS3190,8.469841,-82.815169,Maize
SEEDGWAS1890,8.469841,-82.815169,Maize
SEEDGWAS59,8.481494,-82.617824,Maize
SEEDGWAS3191,8.491289,-82.625074,Maize
SEEDGWAS3192,8.491289,-82.625074,Maize
SEEDGWAS3189,8.503456,-82.785875,Maize
SEEDGWAS192,8.515255,-83.335972,Maize
SEEDGWAS1330,8.521084,-83.30636,Maize
SEEDGWAS805,8.549987,-82.754955,Maize
SEEDGWAS794,8.55,-83.31666667,Maize
SEEDGWAS1370,8.566825,-80.172251,Maize
SEEDGWAS208,8.581789,-79.924861,Maize
SEEDGWAS806,8.583333333,-82.71666667,Maize
SEEDGWAS1365,8.583333333,-82.71666667,Maize
SEEDGWAS426,8.603308,-71.163609,Maize
SEEDGWAS3727,8.706968,-70.996413,Maize
SEEDGWAS1790,8.74664,-82.942292,Maize
SEEDGWAS809,8.75,-79.88,Maize
SEEDGWAS5214,8.754457,-82.903449,Maize
SEEDGWAS623,8.783333333,-82.43333333,Maize
SEEDGWAS1102,8.820336,-82.907759,Maize
SEEDGWAS191,8.820336,-82.907759,Maize
SEEDGWAS1104,8.884242,-82.776594,Maize
SEEDGWAS895,8.887215,-66.431233,Maize
SEEDGWAS1573,8.916666667,-64.25,Maize
SEEDGWAS1574,8.916666667,-64.25,Maize
SEEDGWAS1307,9,-83.25,Maize
SEEDGWAS1661,9.101847,-62.028567,Maize
SEEDGWAS190,9.15,-83.33333333,Maize
SEEDGWAS188,9.154099,-83.335913,Maize
SEEDGWAS1114,9.157008,-71.058506,Maize
SEEDGWAS202,9.166666667,-79.1,Maize
SEEDGWAS203,9.166666667,-79.1,Maize
SEEDGWAS808,9.166666667,-79.1,Maize
SEEDGWAS206,9.166666667,-79.1,Maize
SEEDGWAS1368,9.166666667,-79.1,Maize
SEEDGWAS399,9.184895,-65.811144,Maize
SEEDGWAS1329,9.188017,-83.304159,Maize
SEEDGWAS1369,9.215315,-78.978395,Maize
SEEDGWAS1103,9.21809,-83.402533,Maize
SEEDGWAS784,9.311512,-83.654161,Maize
SEEDGWAS785,9.311512,-83.654161,Maize
SEEDGWAS1101,9.358024,-83.665901,Maize
SEEDGWAS1517,9.366825,-65.330006,Maize
SEEDGWAS1519,9.366825,-65.330006,Maize
SEEDGWAS617,9.36847,-83.681158,Maize
SEEDGWAS1577,9.379051,-67.043056,Maize
SEEDGWAS1579,9.405125,-72.76796,Maize
SEEDGWAS2403,9.405484,-83.711745,Maize
SEEDGWAS2120,9.411944,-67.465871,Maize
SEEDGWAS5196,9.421917,-83.658268,Maize
SEEDGWAS936,9.426424,-70.462042,Maize
SEEDGWAS618,9.451193,-83.660106,Maize
SEEDGWAS1306,9.54934,-82.929368,Maize
SEEDGWAS1572,9.616666667,-67.28333333,Maize
SEEDGWAS418,9.658501,-68.158666,Maize
SEEDGWAS153,9.75,-74.81666667,Maize
SEEDGWAS1513,9.772503,-67.591402,Maize
SEEDGWAS179,9.783843,-82.910317,Maize
SEEDGWAS1304,9.783843,-82.910317,Maize
SEEDGWAS1770,9.811291,-84.176335,Maize
SEEDGWAS1769,9.826232,-83.94789,Maize
SEEDGWAS193,9.851254,-84.326233,Maize
SEEDGWAS194,9.874488,-84.341514,Maize
SEEDGWAS409,9.885594,-66.184708,Maize
SEEDGWAS178,9.913101,-83.052593,Maize
SEEDGWAS786,9.913101,-83.052593,Maize
SEEDGWAS937,9.916666667,-67.35,Maize
SEEDGWAS620,9.933333333,-84.08333333,Maize
SEEDGWAS795,9.933333333,-84.08333333,Maize
SEEDGWAS1100,9.954306,-83.99449,Maize
SEEDGWAS787,9.983333333,-83.03333333,Maize
SEEDGWAS788,9.983333333,-83.03333333,Maize
SEEDGWAS1325,10.031467,-85.463114,Maize
SEEDGWAS1327,10.031467,-85.463114,Maize
SEEDGWAS1326,10.032973,-85.460772,Maize
SEEDGWAS183,10.050159,-84.733838,Maize
SEEDGWAS187,10.065598,-85.473735,Maize
SEEDGWAS792,10.066667,-84.733333,Maize
SEEDGWAS621,10.08333333,-84.38333333,Maize
SEEDGWAS1516,10.109421,-68.177883,Maize
SEEDGWAS1333,10.112727,-85.507987,Maize
SEEDGWAS796,10.112727,-85.507987,Maize
SEEDGWAS797,10.11666667,-85.45,Maize
SEEDGWAS195,10.11666667,-85.45,Maize
SEEDGWAS938,10.11666667,-66.76666667,Maize
SEEDGWAS1332,10.151686,-85.439086,Maize
SEEDGWAS376,10.176282,-67.461732,Maize
SEEDGWAS1578,10.176282,-67.461732,Maize
SEEDGWAS1334,10.188492,-85.476791,Maize
SEEDGWAS1324,10.191279,-85.428923,Maize
SEEDGWAS407,10.201633,-67.481978,Maize
SEEDGWAS832,10.209325,-61.464321,Maize
SEEDGWAS4216,10.209511,-84.400737,Maize
SEEDGWAS619,10.232041,-84.410685,Maize
SEEDGWAS56,10.275515,-85.598355,Maize
SEEDGWAS1316,10.27709,-85.612105,Maize
SEEDGWAS230,10.28333333,-61.4,Maize
SEEDGWAS1320,10.28643,-84.971238,Maize
SEEDGWAS908,10.296959,-67.67559,Maize
SEEDGWAS743,10.3,-61.16666667,Maize
SEEDGWAS798,10.307944,-85.34835,Maize
SEEDGWAS1321,10.350013,-85.055372,Maize
SEEDGWAS790,10.353732,-84.273896,Maize
SEEDGWAS1308,10.36278788,-84.478768,Maize
SEEDGWAS182,10.365506,-84.478463,Maize
SEEDGWAS1543,10.374977,-66.127483,Maize
SEEDGWAS778,10.392495,-74.874618,Maize
SEEDGWAS1309,10.403208,-84.483438,Maize
SEEDGWAS1889,10.403208,-84.483438,Maize
SEEDGWAS1317,10.432058,-84.952374,Maize
SEEDGWAS185,10.432058,-84.952374,Maize
SEEDGWAS744,10.440231,-61.440613,Maize
SEEDGWAS1310,10.447642,-84.266936,Maize
SEEDGWAS1305,10.44895,-84.265743,Maize
SEEDGWAS914,10.464608,-68.012668,Maize
SEEDGWAS98,10.467378,-61.438092,Maize
SEEDGWAS416,10.493222,-68.531706,Maize
SEEDGWAS186,10.49901,-84.943094,Maize
SEEDGWAS1402,10.502186,-61.249153,Maize
SEEDGWAS1403,10.502186,-61.249153,Maize
SEEDGWAS1404,10.502186,-61.249153,Maize
SEEDGWAS897,10.515606,-63.556911,Maize
SEEDGWAS1401,10.548746,-61.26624,Maize
SEEDGWAS1802,10.568005,-69.691145,Maize
SEEDGWAS180,10.583915,-84.640069,Maize
SEEDGWAS999,10.588508,-69.418912,Maize
SEEDGWAS229,10.595396,-61.24446,Maize
SEEDGWAS833,10.61666667,-61.35,Maize
SEEDGWAS741,10.642774,-61.399664,Maize
SEEDGWAS1395,10.642774,-61.399664,Maize
SEEDGWAS769,10.654156,-61.400777,Maize
SEEDGWAS1322,10.672685,-85.230851,Maize
SEEDGWAS791,10.7,-85.65,Maize
SEEDGWAS228,10.7,-61.46,Maize
SEEDGWAS1400,10.71,-61.46,Maize
SEEDGWAS57,10.730766,-85.481812,Maize
SEEDGWAS777,10.775847,-74.83549,Maize
SEEDGWAS414,10.78333333,-69.41666667,Maize
SEEDGWAS1311,10.883452,-85.012096,Maize
SEEDGWAS1312,10.885181,-85.009845,Maize
SEEDGWAS1313,10.91985,-85.012907,Maize
SEEDGWAS789,11.01666667,-84.73333333,Maize
SEEDGWAS793,11.07393,-85.626441,Maize
SEEDGWAS1323,11.214891,-85.603295,Maize
SEEDGWAS1248,11.217382,-60.624146,Maize
SEEDGWAS227,11.254642,-60.579083,Maize
SEEDGWAS211,12.030311,-61.748698,Maize
SEEDGWAS739,12.033232,-61.667992,Maize
SEEDGWAS740,12.091625,-61.747948,Maize
SEEDGWAS213,12.091625,-61.747948,Maize
SEEDGWAS136,12.2,-61.63,Maize
SEEDGWAS1294,12.994002,-86.006718,Maize
SEEDGWAS1250,13.15,-59.55,Maize
SEEDGWAS720,13.161853,-61.221184,Maize
SEEDGWAS1394,13.161853,-61.221184,Maize
SEEDGWAS96,13.162439,-61.242117,Maize
SEEDGWAS1350,13.173019,-87.135874,Maize
SEEDGWAS1393,13.176096,-61.249598,Maize
SEEDGWAS1247,13.232037,-61.148187,Maize
SEEDGWAS712,13.23247,-61.264283,Maize
SEEDGWAS1289,13.23247,-61.264283,Maize
SEEDGWAS622,13.23333333,-86.16666667,Maize
SEEDGWAS1342,13.330803,-88.451302,Maize
SEEDGWAS1340,13.448614,-88.802349,Maize
SEEDGWAS1348,13.561555,-88.437896,Maize
SEEDGWAS1349,13.561555,-88.437896,Maize
SEEDGWAS1338,13.66216,-89.867062,Maize
SEEDGWAS800,13.66216,-89.867062,Maize
SEEDGWAS799,13.728128,-88.820802,Maize
SEEDGWAS1295,13.735749,-89.997599,Maize
SEEDGWAS1335,13.753858,-89.54248,Maize
SEEDGWAS1336,13.753858,-89.54248,Maize
SEEDGWAS1337,13.753858,-89.54248,Maize
SEEDGWAS801,13.8,-88.91,Maize
SEEDGWAS1344,14.009348,-89.179417,Maize
SEEDGWAS1346,14.045156,-89.509358,Maize
